ShipmentID,WeightKG,ShipmentType,DeliveryTimeHours
64914,9.04,Land,108
64915,34.93,Land,47
64916,33.0,Sea,104
64917,45.65,Land,166
64918,17.05,Air,124
64919,10.5,Land,117
64920,21.73,Air,189
64921,19.5,Sea,185
64922,46.94,Sea,34
64923,45.92,Land,57
64924,21.69,Land,117
64925,20.92,Sea,87
64926,22.53,Land,109
64927,36.68,Land,136
64928,27.73,Sea,73
64929,14.75,Sea,154
64930,38.55,Air,73
64931,45.24,Air,137
64932,36.03,Sea,133
64933,10.14,Sea,57
64934,39.69,Air,126
64935,49.45,Sea,146
64936,34.42,Sea,122
64937,12.57,Sea,96
64938,0.77,Land,117
64939,19.58,Air,45
64940,23.78,Air,23
64941,45.53,Air,102
64942,31.17,Sea,15
64943,14.44,Sea,124
64944,34.74,Land,145
64945,5.06,Air,98
64946,11.06,Sea,151
64947,37.35,Sea,100
64948,15.21,Land,187
64949,2.04,Sea,120
64950,25.09,Air,61
64951,33.07,Air,82
64952,39.56,Air,110
64953,15.65,Air,105
64954,21.52,Land,58
64955,28.05,Sea,154
64956,4.2,Land,177
64957,10.28,Land,48
64958,18.78,Air,80
64959,13.73,Air,12
64960,23.56,Sea,160
64961,32.71,Air,59
64962,27.21,Land,150
64963,38.82,Land,52
64964,31.5,Land,150
64965,14.95,Sea,88
64966,6.44,Land,40
64967,32.16,Sea,62
64968,10.99,Air,56
64969,16.27,Sea,20
64970,39.86,Air,44
64971,11.39,Air,13
64972,27.12,Air,197
64973,5.19,Sea,102
64974,21.12,Sea,82
64975,49.02,Air,30
64976,47.74,Land,193
64977,47.36,Land,108
64978,29.96,Air,184
64979,15.09,Land,143
64980,18.07,Sea,5
64981,10.7,Air,80
64982,5.33,Land,107
64983,8.86,Land,134
64984,23.63,Land,189
64985,1.84,Sea,16
64986,46.99,Sea,197
64987,28.3,Land,54
64988,9.09,Land,108
64989,21.11,Land,193
64990,19.13,Land,197
64991,41.85,Air,140
64992,6.46,Land,38
64993,21.78,Land,20
64994,35.71,Air,115
64995,18.97,Air,72
64996,18.2,Land,8
64997,17.35,Land,71
64998,38.22,Air,127
64999,6.41,Sea,44
65000,42.91,Sea,51
65001,4.01,Sea,153
65002,16.29,Air,115
65003,19.76,Land,188
65004,19.98,Sea,113
65005,9.79,Sea,183
65006,30.36,Land,65
65007,22.95,Air,89
65008,28.59,Sea,99
65009,30.94,Sea,92
65010,9.97,Land,64
65011,46.05,Land,23
65012,41.59,Air,29
65013,41.51,Land,97
65014,26.82,Air,90
65015,41.09,Air,119
65016,31.56,Land,46
65017,22.8,Sea,118
65018,37.75,Sea,132
65019,30.2,Sea,97
65020,0.6,Land,74
65021,49.85,Air,167
65022,21.78,Air,20
65023,28.8,Land,38
65024,20.59,Land,114
65025,5.46,Land,34
65026,41.78,Land,75
65027,34.29,Sea,27
65028,41.51,Sea,135
65029,24.46,Sea,15
65030,39.69,Sea,190
65031,39.99,Air,55
65032,17.15,Sea,75
65033,0.7,Land,2
65034,43.06,Land,139
65035,9.64,Land,174
65036,43.5,Sea,109
65037,31.11,Sea,183
65038,31.92,Land,105
65039,12.74,Land,25
65040,20.43,Sea,184
65041,15.95,Air,194
65042,9.92,Land,22
65043,36.36,Sea,74
65044,5.24,Land,100
65045,25.84,Sea,198
65046,27.03,Sea,32
65047,47.79,Air,59
65048,43.53,Air,77
65049,24.84,Air,32
65050,42.29,Air,130
65051,39.63,Land,141
65052,1.88,Air,71
65053,46.15,Air,59
65054,34.55,Land,121
65055,33.76,Air,32
65056,35.82,Air,101
65057,11.63,Land,100
65058,1.94,Sea,157
65059,11.98,Land,39
65060,39.83,Sea,53
65061,30.07,Sea,170
65062,18.38,Land,76
65063,12.46,Land,120
65064,40.09,Air,114
65065,23.16,Air,52
65066,30.78,Land,27
65067,1.12,Air,158
65068,21.78,Air,119
65069,1.26,Land,1
65070,39.48,Sea,99
65071,12.84,Sea,60
65072,8.77,Sea,8
65073,46.36,Land,132
65074,1.39,Sea,95
65075,10.29,Sea,189
65076,12.4,Land,185
65077,41.23,Sea,76
65078,35.65,Sea,81
65079,48.39,Air,165
65080,34.9,Sea,113
65081,12.2,Air,146
65082,8.76,Sea,86
65083,37.89,Sea,118
65084,45.09,Air,176
65085,45.63,Sea,140
65086,38.67,Air,41
65087,39.82,Air,163
65088,33.29,Land,162
65089,36.92,Sea,176
65090,6.24,Land,67
65091,16.8,Air,59
65092,23.18,Sea,100
65093,33.38,Sea,189
65094,21.18,Air,38
65095,19.06,Air,59
65096,28.4,Sea,56
65097,20.02,Sea,5
65098,4.09,Land,120
65099,48.49,Sea,101
65100,46.35,Air,114
65101,2.43,Land,151
65102,26.69,Land,108
65103,35.78,Air,71
65104,30.69,Sea,159
65105,17.99,Sea,105
65106,40.26,Land,138
65107,30.93,Air,101
65108,12.33,Land,175
65109,30.76,Land,153
65110,14.1,Sea,178
65111,29.99,Sea,6
65112,38.33,Air,166
65113,15.48,Land,37
65114,14.48,Air,88
65115,36.47,Air,54
65116,25.66,Sea,163
65117,7.37,Land,37
65118,27.51,Land,99
65119,33.33,Air,2
65120,24.82,Air,79
65121,31.4,Air,172
65122,18.56,Land,65
65123,43.95,Sea,10
65124,12.38,Air,120
65125,14.43,Air,98
65126,38.8,Land,104
65127,3.36,Sea,69
65128,49.38,Sea,189
65129,31.64,Sea,82
65130,40.47,Air,96
65131,29.41,Land,130
65132,39.42,Land,31
65133,21.99,Sea,32
65134,29.05,Land,149
65135,33.27,Sea,9
65136,45.15,Air,87
65137,2.22,Land,166
65138,5.89,Sea,87
65139,34.69,Land,119
65140,17.55,Air,16
65141,34.05,Air,184
65142,11.77,Land,15
65143,31.6,Land,152
65144,24.17,Air,52
65145,6.58,Air,105
65146,46.51,Land,38
65147,39.71,Sea,171
65148,39.16,Sea,85
65149,35.0,Sea,26
65150,1.56,Air,186
65151,25.48,Air,45
65152,37.67,Air,35
65153,11.23,Sea,45
65154,30.96,Sea,154
65155,46.51,Sea,195
65156,37.77,Air,26
65157,27.61,Air,112
65158,15.84,Sea,7
65159,32.01,Land,23
65160,35.86,Air,105
65161,32.07,Air,183
65162,37.89,Land,147
65163,14.32,Air,141
65164,25.64,Air,65
65165,27.66,Land,134
65166,4.95,Land,72
65167,9.24,Air,92
65168,15.68,Air,80
65169,2.86,Land,117
65170,12.06,Land,96
65171,26.35,Land,23
65172,27.32,Sea,62
65173,12.85,Land,6
65174,47.35,Land,199
65175,23.62,Sea,71
65176,32.05,Sea,189
65177,2.0,Land,137
65178,20.26,Air,90
65179,27.33,Sea,41
65180,15.96,Land,77
65181,8.98,Air,156
65182,10.46,Air,127
65183,23.59,Land,132
65184,4.02,Land,33
65185,12.11,Sea,15
65186,36.12,Air,57
65187,11.13,Air,7
65188,6.29,Air,198
65189,4.65,Land,178
65190,49.44,Land,80
65191,4.8,Land,64
65192,21.96,Air,66
65193,25.8,Sea,51
65194,48.25,Air,19
65195,44.61,Land,52
65196,12.27,Air,101
65197,4.69,Land,197
65198,22.18,Air,59
65199,5.5,Air,58
65200,43.62,Land,148
65201,35.34,Sea,120
65202,47.22,Air,119
65203,28.69,Air,23
65204,18.54,Land,9
65205,25.28,Land,135
65206,8.46,Land,3
65207,23.42,Air,127
65208,49.94,Sea,88
65209,34.68,Land,85
65210,3.59,Land,94
65211,36.42,Land,146
65212,5.48,Air,186
65213,19.84,Air,80
65214,39.42,Sea,114
65215,6.84,Sea,81
65216,14.99,Sea,177
65217,10.17,Sea,27
65218,43.57,Air,108
65219,7.82,Air,62
65220,27.02,Sea,148
65221,14.13,Land,175
65222,25.61,Sea,21
65223,8.78,Air,139
65224,38.0,Sea,10
65225,32.33,Sea,14
65226,2.65,Land,185
65227,47.4,Sea,109
65228,44.7,Air,119
65229,15.24,Land,112
65230,14.95,Air,176
65231,25.21,Land,73
65232,31.15,Sea,109
65233,14.91,Land,110
65234,39.87,Sea,158
65235,4.39,Land,143
65236,20.19,Sea,81
65237,28.01,Land,54
65238,40.08,Sea,161
65239,43.65,Air,16
65240,12.6,Land,83
65241,12.43,Land,51
65242,18.73,Air,194
65243,21.66,Air,57
65244,42.5,Land,4
65245,0.87,Air,133
65246,34.41,Air,38
65247,11.39,Air,136
65248,44.18,Air,58
65249,16.21,Air,152
65250,27.11,Sea,31
65251,16.79,Air,149
65252,21.55,Air,78
65253,26.35,Sea,71
65254,37.5,Air,67
65255,6.48,Air,26
65256,17.94,Land,28
65257,32.16,Land,108
65258,29.65,Land,83
65259,39.15,Sea,141
65260,44.51,Land,59
65261,5.16,Air,181
65262,35.84,Land,193
65263,14.56,Air,38
65264,24.33,Air,137
65265,31.57,Air,193
65266,7.96,Sea,72
65267,17.66,Sea,150
65268,48.82,Air,26
65269,7.25,Air,63
65270,4.62,Sea,92
65271,41.92,Land,61
65272,21.82,Land,57
65273,33.9,Land,21
65274,15.63,Land,92
65275,10.32,Air,82
65276,11.02,Land,33
65277,10.18,Air,93
65278,12.73,Air,12
65279,11.45,Sea,59
65280,40.78,Land,46
65281,26.9,Land,118
65282,15.18,Sea,94
65283,17.58,Sea,6
65284,47.91,Air,148
65285,9.6,Land,118
65286,44.39,Air,161
65287,36.97,Land,29
65288,30.87,Land,181
65289,31.39,Air,187
65290,21.44,Sea,54
65291,22.22,Land,181
65292,39.91,Land,113
65293,40.64,Sea,163
65294,28.77,Sea,26
65295,38.55,Air,23
65296,40.6,Air,165
65297,16.94,Sea,155
65298,31.36,Air,176
65299,22.07,Air,176
65300,5.36,Air,151
65301,32.6,Land,38
65302,29.58,Land,178
65303,5.58,Sea,158
65304,4.01,Air,51
65305,12.86,Land,113
65306,41.75,Land,107
65307,3.65,Air,18
65308,23.29,Air,50
65309,9.36,Air,192
65310,13.05,Land,83
65311,38.61,Sea,109
65312,42.6,Land,64
65313,29.22,Sea,170
65314,43.23,Land,171
65315,42.92,Land,1
65316,11.47,Air,173
65317,32.43,Air,196
65318,39.03,Sea,81
65319,28.27,Land,165
65320,40.39,Land,70
65321,31.63,Sea,104
65322,14.58,Sea,108
65323,34.44,Land,114
65324,29.61,Sea,121
65325,31.44,Air,31
65326,5.22,Sea,38
65327,6.72,Land,22
65328,40.83,Air,115
65329,21.85,Air,173
65330,11.16,Land,163
65331,5.09,Air,124
65332,13.51,Air,93
65333,15.11,Air,24
65334,49.16,Air,190
65335,41.81,Sea,17
65336,4.38,Sea,173
65337,37.55,Air,64
65338,28.41,Land,50
65339,11.81,Land,23
65340,37.46,Sea,74
65341,1.99,Land,117
65342,36.71,Sea,101
65343,44.82,Sea,155
65344,44.19,Air,148
65345,38.73,Sea,140
65346,46.77,Sea,166
65347,35.51,Land,58
65348,34.49,Land,198
65349,1.8,Sea,182
65350,9.12,Sea,194
65351,39.18,Air,128
65352,49.88,Sea,196
65353,36.14,Land,94
65354,29.2,Sea,2
65355,9.58,Air,190
65356,47.42,Sea,189
65357,32.66,Land,160
65358,24.71,Sea,6
65359,43.14,Air,58
65360,47.69,Land,193
65361,18.87,Sea,106
65362,26.03,Sea,87
65363,6.2,Air,118
65364,48.01,Land,29
65365,6.47,Sea,117
65366,46.49,Air,8
65367,9.96,Land,126
65368,45.48,Sea,55
65369,22.89,Sea,43
65370,29.81,Air,182
65371,2.26,Sea,13
65372,20.02,Land,140
65373,24.92,Land,197
65374,0.97,Air,147
65375,33.21,Sea,15
65376,42.03,Land,76
65377,1.73,Air,110
65378,24.88,Air,5
65379,2.17,Air,147
65380,43.73,Sea,2
65381,8.46,Air,164
65382,3.4,Sea,137
65383,42.96,Air,123
65384,22.5,Land,31
65385,5.22,Sea,47
65386,32.57,Land,94
65387,35.43,Air,184
65388,28.63,Sea,14
65389,16.94,Land,187
65390,21.51,Sea,23
65391,47.76,Air,71
65392,26.95,Sea,21
65393,20.15,Sea,196
65394,35.56,Sea,105
65395,4.27,Sea,75
65396,14.87,Air,24
65397,11.71,Sea,137
65398,34.17,Air,18
65399,30.39,Sea,149
65400,38.09,Land,137
65401,21.63,Sea,173
65402,9.11,Air,98
65403,9.55,Land,81
65404,44.67,Land,149
65405,4.21,Land,172
65406,29.91,Air,125
65407,11.97,Air,36
65408,11.11,Land,74
65409,5.37,Air,94
65410,48.97,Land,36
65411,3.52,Sea,160
65412,7.81,Land,155
65413,18.58,Air,65
65414,23.06,Land,44
65415,47.56,Land,150
65416,12.47,Sea,94
65417,36.19,Air,42
65418,32.99,Land,64
65419,26.12,Air,100
65420,13.67,Air,140
65421,8.25,Air,53
65422,9.24,Sea,177
65423,17.63,Air,6
65424,7.29,Air,99
65425,49.93,Air,109
65426,22.57,Sea,194
65427,27.18,Air,192
65428,31.01,Air,151
65429,10.19,Sea,4
65430,24.35,Sea,102
65431,3.61,Land,171
65432,48.47,Air,195
65433,23.9,Land,83
65434,1.97,Sea,2
65435,30.15,Air,19
65436,5.46,Land,1
65437,39.6,Sea,117
65438,47.69,Air,71
65439,45.87,Sea,69
65440,21.68,Land,104
65441,35.77,Sea,135
65442,8.21,Land,54
65443,4.25,Sea,166
65444,41.14,Air,116
65445,34.91,Land,10
65446,45.4,Sea,24
65447,45.77,Air,6
65448,17.69,Sea,106
65449,16.27,Air,167
65450,22.37,Land,7
65451,33.45,Air,119
65452,0.75,Sea,94
65453,26.96,Sea,176
65454,1.48,Sea,33
65455,22.81,Land,67
65456,4.57,Sea,186
65457,28.33,Air,167
65458,16.06,Sea,64
65459,24.21,Sea,4
65460,47.91,Air,165
65461,17.38,Sea,69
65462,36.1,Sea,31
65463,34.32,Air,40
65464,43.51,Land,173
65465,17.05,Land,41
65466,3.28,Air,160
65467,48.55,Land,80
65468,18.44,Air,142
65469,10.09,Air,176
65470,45.75,Land,173
65471,9.94,Land,100
65472,26.67,Sea,70
65473,37.9,Sea,128
65474,36.69,Air,143
65475,1.96,Sea,11
65476,10.52,Sea,90
65477,44.48,Sea,85
65478,27.88,Sea,17
65479,34.52,Sea,155
65480,20.41,Sea,159
65481,37.39,Air,116
65482,14.81,Land,161
65483,11.99,Air,2
65484,49.86,Land,23
65485,8.3,Air,190
65486,49.08,Land,182
65487,46.36,Sea,37
65488,35.88,Land,130
65489,29.31,Air,164
65490,0.72,Air,13
65491,31.95,Air,132
65492,38.73,Sea,115
65493,36.78,Air,139
65494,9.02,Sea,40
65495,27.45,Sea,17
65496,27.73,Sea,39
65497,32.82,Air,167
65498,41.63,Land,100
65499,35.06,Sea,107
65500,7.49,Air,69
65501,1.44,Land,121
65502,7.26,Land,30
65503,2.49,Air,71
65504,22.12,Air,62
65505,14.55,Sea,64
65506,0.86,Air,46
65507,4.47,Air,55
65508,20.18,Sea,189
65509,47.02,Air,2
65510,49.74,Sea,104
65511,2.98,Land,123
65512,41.61,Sea,118
65513,24.27,Land,192
65514,31.24,Land,158
65515,25.55,Land,42
65516,46.26,Sea,93
65517,24.19,Land,174
65518,8.81,Sea,79
65519,39.1,Sea,121
65520,25.93,Sea,139
65521,6.29,Sea,71
65522,23.35,Air,147
65523,34.53,Sea,94
65524,15.14,Land,57
65525,45.64,Air,64
65526,42.57,Air,166
65527,28.61,Air,7
65528,3.19,Sea,164
65529,29.37,Air,14
65530,21.07,Land,88
65531,36.34,Air,197
65532,13.72,Air,75
65533,30.49,Air,112
65534,27.94,Land,167
65535,26.58,Sea,27
65536,6.24,Sea,154
65537,24.75,Sea,159
65538,27.76,Land,142
65539,46.42,Air,60
65540,23.31,Land,136
65541,32.17,Sea,38
65542,28.68,Land,171
65543,10.16,Sea,93
65544,9.63,Land,32
65545,37.1,Land,84
65546,26.39,Air,173
65547,44.85,Air,86
65548,45.45,Land,187
65549,15.21,Land,129
65550,5.53,Air,161
65551,17.53,Air,105
65552,3.82,Land,31
65553,39.17,Land,103
65554,7.74,Air,134
65555,43.38,Sea,33
65556,21.06,Air,70
65557,14.29,Sea,47
65558,25.33,Sea,86
65559,30.47,Land,146
65560,35.23,Sea,118
65561,17.24,Land,191
65562,49.16,Air,170
65563,21.4,Land,90
65564,41.81,Land,122
65565,2.23,Sea,82
65566,39.01,Land,136
65567,27.79,Land,6
65568,32.16,Sea,47
65569,18.96,Air,31
65570,27.47,Air,97
65571,46.64,Air,83
65572,19.61,Land,155
65573,5.74,Air,59
65574,36.17,Air,82
65575,25.51,Sea,4
65576,21.53,Air,87
65577,39.0,Land,136
65578,28.33,Land,152
65579,31.75,Air,133
65580,46.34,Sea,176
65581,3.4,Air,107
65582,13.49,Sea,14
65583,44.96,Air,139
65584,39.74,Land,77
65585,9.84,Land,22
65586,8.87,Air,142
65587,41.34,Air,20
65588,27.87,Sea,129
65589,43.09,Land,21
65590,45.93,Land,51
65591,3.94,Air,89
65592,48.5,Sea,92
65593,35.97,Land,101
65594,41.81,Air,96
65595,31.7,Air,184
65596,15.61,Sea,100
65597,30.17,Air,36
65598,26.04,Land,130
65599,46.64,Land,40
65600,27.97,Land,157
65601,1.88,Sea,176
65602,34.46,Sea,110
65603,3.0,Air,144
65604,47.23,Land,73
65605,24.59,Sea,104
65606,48.42,Sea,109
65607,1.78,Land,133
65608,26.88,Sea,185
65609,11.7,Air,141
65610,32.22,Air,89
65611,25.16,Sea,133
65612,28.52,Air,137
65613,18.3,Air,49
65614,3.05,Sea,147
65615,5.75,Sea,5
65616,43.0,Land,136
65617,35.29,Air,147
65618,38.59,Air,131
65619,6.57,Sea,23
65620,2.94,Land,43
65621,1.36,Air,10
65622,26.33,Air,84
65623,25.29,Sea,149
65624,5.98,Land,147
65625,17.66,Air,78
65626,26.75,Air,66
65627,33.95,Air,154
65628,40.59,Air,165
65629,32.25,Land,109
65630,1.99,Sea,108
65631,29.51,Air,168
65632,4.85,Land,24
65633,28.46,Air,146
65634,19.11,Sea,145
65635,14.67,Sea,43
65636,24.34,Sea,125
65637,19.38,Air,165
65638,41.6,Sea,116
65639,11.71,Land,147
65640,7.27,Land,77
65641,41.93,Air,148
65642,12.55,Sea,27
65643,2.1,Air,115
65644,19.66,Air,4
65645,41.04,Air,31
65646,21.88,Air,60
65647,23.77,Land,90
65648,2.84,Air,37
65649,35.7,Air,65
65650,17.51,Air,140
65651,36.57,Sea,42
65652,20.84,Land,109
65653,26.58,Air,80
65654,29.68,Air,123
65655,10.25,Land,88
65656,15.05,Sea,41
65657,29.49,Sea,152
65658,41.24,Sea,37
65659,48.09,Air,43
65660,26.45,Air,196
65661,4.16,Air,121
65662,47.82,Air,136
65663,21.33,Land,123
65664,5.57,Sea,80
65665,48.62,Sea,123
65666,14.39,Sea,9
65667,33.01,Land,88
65668,7.63,Land,39
65669,36.12,Sea,129
65670,48.83,Sea,131
65671,49.26,Sea,137
65672,6.75,Land,176
65673,38.55,Sea,110
65674,33.38,Sea,53
65675,40.17,Land,175
65676,16.99,Land,175
65677,20.39,Land,191
65678,17.42,Land,11
65679,38.44,Air,177
65680,40.55,Sea,41
65681,12.84,Sea,183
65682,28.85,Land,109
65683,6.74,Sea,3
65684,1.15,Air,99
65685,30.7,Sea,80
65686,42.09,Land,14
65687,45.37,Air,100
65688,31.21,Land,67
65689,40.53,Land,112
65690,20.51,Air,124
65691,43.83,Air,134
65692,38.85,Sea,16
65693,15.77,Land,180
65694,30.06,Sea,104
65695,3.04,Sea,160
65696,7.76,Sea,34
65697,47.36,Land,96
65698,0.98,Land,97
65699,10.56,Sea,146
65700,7.37,Air,53
65701,35.09,Air,165
65702,5.73,Land,1
65703,1.5,Land,157
65704,46.56,Sea,91
65705,43.7,Sea,142
65706,18.24,Air,152
65707,5.48,Land,79
65708,34.07,Land,152
65709,44.21,Sea,16
65710,48.75,Sea,95
65711,6.94,Air,157
65712,30.21,Land,137
65713,21.81,Sea,164
65714,8.26,Sea,75
65715,40.49,Air,19
65716,39.22,Land,144
65717,48.25,Air,9
65718,4.73,Air,44
65719,12.32,Air,181
65720,41.46,Air,98
65721,20.07,Air,75
65722,24.06,Sea,171
65723,30.77,Air,123
65724,20.72,Land,112
65725,2.25,Air,41
65726,30.4,Air,11
65727,11.83,Land,141
65728,48.46,Sea,171
65729,34.67,Land,43
65730,42.11,Sea,54
65731,47.74,Sea,178
65732,3.63,Sea,140
65733,7.86,Land,73
65734,40.5,Air,89
65735,44.3,Air,55
65736,0.74,Land,116
65737,47.29,Land,39
65738,22.99,Sea,137
65739,23.4,Air,10
65740,44.0,Air,124
65741,14.83,Land,143
65742,29.38,Air,165
65743,17.04,Land,108
65744,6.12,Air,179
65745,18.25,Air,3
65746,9.07,Land,152
65747,26.29,Land,88
65748,26.72,Sea,9
65749,22.15,Land,33
65750,9.1,Land,14
65751,6.38,Sea,3
65752,5.68,Sea,56
65753,6.05,Sea,198
65754,15.1,Sea,80
65755,0.59,Air,163
65756,3.58,Sea,145
65757,23.79,Air,197
65758,9.54,Air,190
65759,13.54,Air,144
65760,17.99,Sea,119
65761,2.46,Sea,13
65762,11.39,Air,107
65763,38.95,Air,12
65764,17.37,Land,74
65765,9.71,Land,10
65766,10.29,Sea,52
65767,49.24,Land,112
65768,7.85,Land,97
65769,45.32,Sea,167
65770,4.49,Sea,105
65771,43.78,Air,109
65772,25.59,Land,169
65773,30.63,Air,156
65774,12.67,Land,145
65775,44.98,Air,2
65776,29.56,Land,77
65777,33.95,Air,85
65778,28.06,Sea,78
65779,6.7,Sea,105
65780,41.89,Air,15
65781,9.59,Air,194
65782,14.95,Land,34
65783,33.64,Sea,165
65784,5.12,Land,176
65785,46.7,Land,141
65786,6.64,Sea,170
65787,33.52,Land,7
65788,31.94,Air,35
65789,35.05,Sea,61
65790,21.95,Air,115
65791,19.42,Sea,183
65792,48.89,Air,193
65793,40.95,Sea,85
65794,24.53,Air,105
65795,9.52,Sea,84
65796,44.58,Air,147
65797,32.61,Sea,149
65798,7.22,Land,189
65799,9.56,Land,18
65800,27.27,Air,20
65801,25.43,Land,101
65802,20.76,Land,62
65803,21.63,Sea,31
65804,9.02,Land,21
65805,13.15,Sea,48
65806,24.89,Sea,80
65807,3.65,Air,7
65808,17.96,Land,41
65809,10.91,Land,104
65810,9.15,Land,107
65811,7.76,Air,32
65812,7.44,Air,7
65813,8.44,Sea,40
65814,19.02,Air,76
65815,5.52,Sea,180
65816,44.9,Air,117
65817,25.15,Land,117
65818,25.49,Air,58
65819,10.95,Air,1
65820,43.42,Air,184
65821,41.49,Sea,34
65822,2.2,Land,193
65823,36.75,Air,54
65824,9.62,Sea,9
65825,28.0,Land,188
65826,43.59,Air,21
65827,46.74,Air,199
65828,9.63,Air,83
65829,47.01,Air,95
65830,3.94,Air,161
65831,45.51,Land,156
65832,38.73,Sea,178
65833,45.73,Air,118
65834,18.62,Land,21
65835,47.07,Land,183
65836,41.02,Air,38
65837,16.75,Sea,131
65838,17.28,Air,139
65839,18.18,Land,103
65840,29.64,Land,110
65841,9.5,Land,53
65842,21.96,Land,35
65843,3.85,Sea,85
65844,18.24,Sea,159
65845,33.5,Air,8
65846,29.68,Sea,160
65847,16.17,Air,23
65848,13.23,Land,101
65849,16.69,Air,3
65850,3.94,Air,138
65851,13.25,Air,57
65852,35.55,Sea,151
65853,9.35,Sea,167
65854,7.34,Air,197
65855,42.38,Land,123
65856,12.21,Air,43
65857,12.93,Land,168
65858,23.42,Land,195
65859,23.86,Land,38
65860,9.72,Land,177
65861,28.03,Sea,172
65862,34.94,Sea,4
65863,24.48,Land,56
65864,44.82,Land,11
65865,49.58,Land,139
65866,26.67,Air,187
65867,48.65,Sea,176
65868,32.5,Air,147
65869,26.68,Land,4
65870,43.57,Sea,31
65871,48.34,Sea,109
65872,49.95,Air,36
65873,38.08,Land,51
65874,24.52,Air,50
65875,15.15,Sea,55
65876,28.12,Land,131
65877,38.99,Sea,198
65878,1.83,Air,10
65879,13.75,Air,107
65880,18.05,Sea,83
65881,39.11,Sea,1
65882,30.87,Land,173
65883,21.57,Air,99
65884,46.0,Land,77
65885,27.14,Sea,180
65886,36.33,Land,161
65887,32.95,Air,73
65888,43.0,Sea,98
65889,40.71,Land,83
65890,49.46,Land,143
65891,19.27,Land,24
65892,8.66,Sea,101
65893,38.11,Land,62
65894,43.8,Sea,85
65895,3.19,Air,33
65896,16.98,Air,95
65897,40.46,Land,63
65898,34.33,Air,22
65899,37.89,Sea,155
65900,27.39,Land,119
65901,19.4,Land,147
65902,40.66,Sea,11
65903,27.95,Sea,13
65904,25.99,Air,71
65905,36.87,Land,24
65906,9.95,Sea,174
65907,29.51,Land,153
65908,15.57,Air,111
65909,1.56,Air,179
65910,37.57,Land,63
65911,24.0,Sea,165
65912,45.21,Land,150
65913,25.26,Air,22
65914,1.0,Air,3
65915,20.73,Land,181
65916,8.97,Land,24
65917,46.09,Air,82
65918,22.57,Sea,50
65919,25.78,Air,176
65920,18.59,Air,51
65921,26.35,Sea,28
65922,4.6,Land,167
65923,23.21,Sea,74
65924,33.34,Air,98
65925,18.93,Sea,90
65926,19.94,Land,100
65927,41.95,Sea,148
65928,27.06,Sea,164
65929,29.59,Land,151
65930,15.19,Air,153
65931,24.41,Air,8
65932,3.17,Sea,182
65933,21.8,Sea,6
65934,40.23,Sea,57
65935,8.49,Land,72
65936,38.34,Sea,161
65937,19.02,Air,66
65938,1.84,Land,184
65939,47.68,Air,195
65940,9.48,Land,2
65941,17.07,Land,74
65942,24.3,Sea,197
65943,47.5,Sea,174
65944,29.27,Sea,161
65945,45.31,Sea,47
65946,28.44,Sea,58
65947,10.67,Air,68
65948,28.44,Air,120
65949,5.47,Sea,19
65950,6.29,Air,131
65951,6.23,Sea,136
65952,1.11,Air,130
65953,7.99,Air,103
65954,17.97,Land,94
65955,4.07,Sea,7
65956,0.81,Land,14
65957,6.06,Sea,74
65958,46.83,Air,142
65959,26.52,Air,161
65960,22.03,Sea,120
65961,24.61,Air,19
65962,27.96,Sea,21
65963,5.84,Land,54
65964,29.45,Land,115
65965,41.79,Sea,60
65966,28.25,Land,159
65967,44.21,Sea,131
65968,7.34,Sea,68
65969,41.38,Land,160
65970,33.3,Air,47
65971,30.38,Land,179
65972,29.64,Land,17
65973,6.39,Sea,152
65974,32.28,Sea,83
65975,20.24,Sea,52
65976,3.63,Land,63
65977,10.66,Sea,161
65978,22.41,Air,134
65979,49.65,Land,182
65980,21.82,Air,180
65981,7.91,Land,40
65982,45.13,Land,177
65983,2.24,Land,116
65984,6.77,Land,123
65985,23.95,Air,164
65986,5.09,Air,147
65987,28.79,Land,36
65988,8.31,Land,129
65989,32.72,Land,43
65990,6.32,Land,77
65991,40.6,Land,153
65992,36.82,Sea,76
65993,46.31,Land,157
65994,3.89,Land,90
65995,27.99,Sea,72
65996,35.59,Air,152
65997,45.18,Sea,20
65998,24.36,Air,47
65999,47.59,Air,126
66000,6.56,Sea,65
66001,21.94,Sea,88
66002,13.03,Air,185
66003,8.19,Air,24
66004,14.7,Air,189
66005,33.4,Sea,96
66006,24.42,Land,106
66007,9.49,Air,188
66008,2.07,Sea,3
66009,46.21,Air,102
66010,16.05,Land,97
66011,6.82,Land,9
66012,7.73,Air,1
66013,13.04,Sea,13
66014,11.93,Sea,21
66015,14.34,Air,75
66016,11.66,Air,165
66017,21.82,Land,77
66018,38.4,Land,162
66019,1.85,Sea,193
66020,9.93,Land,53
66021,35.74,Air,69
66022,7.87,Air,104
66023,37.2,Sea,19
66024,25.98,Sea,187
66025,44.14,Sea,133
66026,1.0,Air,132
66027,39.33,Sea,192
66028,28.82,Sea,63
66029,23.71,Land,66
66030,7.71,Land,59
66031,12.09,Sea,68
66032,39.41,Air,151
66033,7.88,Air,163
66034,26.6,Air,54
66035,10.78,Sea,194
66036,24.72,Sea,93
66037,13.11,Sea,86
66038,17.88,Land,191
66039,40.22,Sea,151
66040,2.34,Land,179
66041,46.25,Sea,24
66042,16.31,Sea,20
66043,30.0,Air,30
66044,11.48,Land,83
66045,18.26,Land,195
